 -0.00590208   0.00693957    0.0467531    0.0569779     0.168896     0.199147       0.3366    -0.366862    -0.416741      0.41699     0.357173    -0.330358    -0.217885     0.186788    0.0850552   -0.0674622    6.668e-14    6.668e-14  5.08943e-15  5.08943e-15 -2.52131e-15
   -0.017085    0.0198702     0.105648     0.125014     0.277763     0.307482     0.332599    -0.311976   -0.0895373    0.0145187    -0.258766     0.310238     0.397969    -0.383654    -0.259646     0.220122 -2.03023e-13 -2.03023e-13 -1.51521e-14 -1.51521e-14  3.95342e-15
  -0.0428032    0.0492045     0.198514     0.226255     0.340142     0.341086     0.123923   -0.0452515      0.26702    -0.305094    -0.221294     0.144994    -0.218655     0.281682     0.399531     -0.36681  3.15313e-13  3.15313e-13  2.27383e-14  2.27383e-14 -3.05121e-16
  -0.0926359     0.105072     0.303044     0.327868      0.25851     0.206091    -0.187666      0.24915     0.210473     -0.12661     0.261441    -0.304069    -0.152871    0.0573315    -0.401893     0.406372 -3.25307e-13 -3.25307e-13 -2.23515e-14 -2.23515e-14 -5.61235e-15
   -0.173005     0.192786     0.357398     0.355865    0.0044176   -0.0776319    -0.282265     0.232898    -0.202323     0.265986     0.125455   -0.0160221     0.352813    -0.315053     0.285469    -0.325057   2.4214e-13   2.4214e-13  1.55942e-14  1.55942e-14  8.41894e-15
   -0.279005     0.302334     0.278643     0.230954    -0.269164    -0.294763    0.0259241     -0.12547    -0.225996     0.126995    -0.342851     0.311539    -0.286877     0.321964    -0.143087      0.18916 -1.30969e-13 -1.30969e-13  -7.7538e-15  -7.7538e-15 -6.71355e-15
   -0.390225     0.401534    0.0179862   -0.0531382    -0.256085    -0.174343     0.336688    -0.294722     0.314715    -0.327307     0.227248    -0.274911      0.12487    -0.174269    0.0467181   -0.0749276  4.81215e-14  4.81215e-14  2.55686e-15  2.55686e-15  3.20293e-15
   -0.478759      0.44305    -0.386925    -0.373674     0.271568     0.289265    -0.178321     0.217058    -0.107967     0.150964   -0.0567277    0.0908006   -0.0244767    0.0447249   -0.0075895    0.0158171 -9.39301e-15 -9.39301e-15 -4.33831e-16 -4.33831e-16 -7.57792e-16
 5.09042e-28  1.04629e-27 -4.49264e-23  1.28684e-22 -1.68227e-19  4.76108e-19 -3.22348e-17 -6.06831e-17  7.73514e-17  1.74631e-16 -5.12105e-15 -5.30448e-15  5.72726e-14  2.11945e-13 -6.04159e-12 -1.19994e-11     0.112316     0.112316  -0.00821681  -0.00821681    0.0277813
-9.62717e-32 -2.19918e-31   5.9928e-26  -2.1114e-25  1.56143e-21 -6.02941e-21  2.49246e-18  7.50044e-18 -1.16404e-16 -3.59891e-17 -1.50994e-15   2.6036e-15 -2.45529e-14  8.44357e-14  1.90684e-12  3.06322e-12    -0.447249    -0.447249    0.0279725    0.0279725    0.0663533
 -6.5734e-36 -1.66882e-35  2.88399e-29 -1.24959e-28  5.20287e-24 -2.73553e-23  6.65251e-20  3.12414e-19 -6.13669e-17 -1.69384e-16   3.0872e-16 -5.92092e-16 -6.85812e-15 -1.66565e-14  8.45833e-13 -1.55203e-13     0.278542     0.278542    -0.096894    -0.096894     0.223216
 1.09239e-41  3.08212e-41 -3.37568e-34  1.79841e-33 -4.19708e-28  2.99873e-27 -4.14008e-23 -2.96359e-22    4.097e-19  2.01254e-18 -8.02076e-17  1.86369e-17 -2.44105e-15   4.6662e-16  2.98725e-14  -3.2648e-13   0.00706396   0.00706396     0.276313     0.276313     0.742706
-3.48814e-47 -1.09375e-46  7.59208e-39 -4.97329e-38   6.5061e-32 -6.31712e-31   4.9544e-26    5.408e-25 -5.29737e-21 -4.65759e-20  3.51174e-17  1.39896e-16 -5.50463e-16  2.01652e-15   1.6175e-14    8.222e-15   -0.0648235   -0.0648235     0.946529     0.946529    -0.627206
   -0.478759     -0.44305    -0.386925     0.373674     0.271568    -0.289265    -0.178321    -0.217058    -0.107967    -0.150964   -0.0567277   -0.0908006   -0.0244767   -0.0447249   -0.0075895   -0.0158171  5.44228e-15  5.44228e-15 -1.12665e-16 -1.12665e-16  8.29699e-16
   -0.390225    -0.401534    0.0179862    0.0531382    -0.256085     0.174343     0.336688     0.294722     0.314715     0.327307     0.227248     0.274911      0.12487     0.174269    0.0467181    0.0749276 -2.37344e-14 -2.37344e-14  8.78739e-16  8.78739e-16 -3.86215e-15
   -0.279005    -0.302334     0.278643    -0.230954    -0.269164     0.294763    0.0259241      0.12547    -0.225996    -0.126995    -0.342851    -0.311539    -0.286877    -0.321964    -0.143087     -0.18916  5.57412e-14  5.57412e-14 -3.03955e-15 -3.03955e-15  9.59732e-15
   -0.173005    -0.192786     0.357398    -0.355865    0.0044176    0.0776319    -0.282265    -0.232898    -0.202323    -0.265986     0.125455    0.0160221     0.352813     0.315053     0.285469     0.325057 -9.01483e-14 -9.01483e-14  6.56452e-15  6.56452e-15  -1.6301e-14
