-4.9505,100
-4.85149,100
-4.75248,100
-4.65347,100
-4.55446,100
-4.45545,100
-4.35644,100
-4.25743,100
-4.15842,100
-4.05941,100
-3.9604,100
-3.86139,100
-3.76238,100
-3.66337,100
-3.56436,100
-3.46535,100
-3.36634,100
-3.26733,100
-3.16832,100
-3.06931,100
-2.9703,100
-2.87129,100
-2.77228,100
-2.67327,100
-2.57426,100
-2.47525,100
-2.37624,100
-2.27723,100
-2.17822,100
-2.07921,100
-1.9802,100
-1.88119,100
-1.78218,100
-1.68317,100
-1.58416,100
-1.48515,100
-1.38614,100
-1.28713,100
-1.18812,100
-1.08911,100
-0.990099,100
-0.891089,100
-0.792079,100
-0.693069,100
-0.594059,100
-0.49505,100
-0.39604,100
-0.29703,100
-0.19802,100
-0.0990099,100
0,100
0.0990099,100
0.19802,100
0.29703,100
0.39604,100
0.49505,100
0.594059,100
0.693069,100
0.792079,100
0.891089,100
0.990099,100
1.08911,100
1.18812,100
1.28713,100
1.38614,100
1.48515,100
1.58416,100
1.68317,100
1.78218,100
1.88119,100
1.9802,100
2.07921,100
2.17822,100
2.27723,100
2.37624,100
2.47525,100
2.57426,100
2.67327,100
2.77228,100
2.87129,100
2.9703,100
3.06931,100
3.16832,100
3.26733,100
3.36634,100
3.46535,100
3.56436,100
3.66337,100
3.76238,100
3.86139,100
3.9604,100
4.05941,100
4.15842,100
4.25743,100
4.35644,100
4.45545,100
4.55446,100
4.65347,100
4.75248,100
4.85149,100
4.9505,100
