-4.9505,2450.74
-4.85149,2353.69
-4.75248,2258.6
-4.65347,2165.47
-4.55446,2074.31
-4.45545,1985.1
-4.35644,1897.85
-4.25743,1812.57
-4.15842,1729.24
-4.05941,1647.88
-3.9604,1568.47
-3.86139,1491.03
-3.76238,1415.55
-3.66337,1342.03
-3.56436,1270.46
-3.46535,1200.86
-3.36634,1133.22
-3.26733,1067.54
-3.16832,1003.82
-3.06931,942.065
-2.9703,882.266
-2.87129,824.429
-2.77228,768.552
-2.67327,714.636
-2.57426,662.68
-2.47525,612.685
-2.37624,564.651
-2.27723,518.577
-2.17822,474.463
-2.07921,432.311
-1.9802,392.118
-1.88119,353.887
-1.78218,317.616
-1.68317,283.306
-1.58416,250.956
-1.48515,220.567
-1.38614,192.138
-1.28713,165.67
-1.18812,141.163
-1.08911,118.616
-0.990099,98.0296
-0.891089,79.404
-0.792079,62.7389
-0.693069,48.0345
-0.594059,35.2907
-0.49505,24.5074
-0.39604,15.6847
-0.29703,8.82266
-0.19802,3.92118
-0.0990099,0.980296
0,0
0.0990099,0.980296
0.19802,3.92118
0.29703,8.82266
0.39604,15.6847
0.49505,24.5074
0.594059,35.2907
0.693069,48.0345
0.792079,62.7389
0.891089,79.404
0.990099,98.0296
1.08911,118.616
1.18812,141.163
1.28713,165.67
1.38614,192.138
1.48515,220.567
1.58416,250.956
1.68317,283.306
1.78218,317.616
1.88119,353.887
1.9802,392.118
2.07921,432.311
2.17822,474.463
2.27723,518.577
2.37624,564.651
2.47525,612.685
2.57426,662.68
2.67327,714.636
2.77228,768.552
2.87129,824.429
2.9703,882.266
3.06931,942.065
3.16832,1003.82
3.26733,1067.54
3.36634,1133.22
3.46535,1200.86
3.56436,1270.46
3.66337,1342.03
3.76238,1415.55
3.86139,1491.03
3.9604,1568.47
4.05941,1647.88
4.15842,1729.24
4.25743,1812.57
4.35644,1897.85
4.45545,1985.1
4.55446,2074.31
4.65347,2165.47
4.75248,2258.6
4.85149,2353.69
4.9505,2450.74
